@relation 'dataframe-weka.filters.unsupervised.attribute.StringToNominal-R18-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NC:A,D:B,N:?-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast'

@attribute age numeric
@attribute sex {'M','F'}
@attribute inhabitants numeric
@attribute unemployment_rate numeric
@attribute comm_crimes numeric
@attribute issuance_frequency {'MONTHLY ISSUANCE','ISSUANCE AFTER TRANSACTION','WEEKLY ISSUANCE'}
@attribute average_credit numeric
@attribute max_credit numeric
@attribute min_credit numeric
@attribute average_withdrawal numeric
@attribute max_withdrawal numeric
@attribute min_withdrawal numeric
@attribute card {'Y','N'}
@attribute stato {1,0}

@data
35,'M',107911,3.56,1903,'MONTHLY ISSUANCE',42112.481081,230131.7,85.5,40641.005714,141106.6,7914.6,'Y',1
56,'F',145688,1.86,2906,'MONTHLY ISSUANCE',24322.973529,34398.1,600,23931.751515,36249.8,2800,'Y',1
46,'M',323870,5.44,18347,'MONTHLY ISSUANCE',52828.943243,79110.5,600,50462.202778,124714.6,11100,'Y',0
30,'M',74062,2.62,1181,'WEEKLY ISSUANCE',16163.07619,21726.5,14456.8,13660.447368,34486,4586,'Y',1
30,'M',58796,3.6,1879,'MONTHLY ISSUANCE',12473.256364,21560.6,10771.8,10472.233962,29400,1114.6,'Y',1
44,'F',133777,7.61,4859,'MONTHLY ISSUANCE',16910.806667,28064,500,16129.184615,28262.6,8062.6,'Y',1
25,'F',108871,3.47,2305,'MONTHLY ISSUANCE',20066.282051,28154.7,600,19860.264865,38781.6,8121.6,'Y',1
41,'M',75637,0.59,3529,'MONTHLY ISSUANCE',16436.096774,22513.7,200,13890.721429,40614.6,2491.4,'Y',1
59,'M',139012,3.49,2799,'MONTHLY ISSUANCE',40099.643548,143405.7,166.2,34800.313333,109674.6,8860,'Y',1
53,'F',114200,5.72,2718,'MONTHLY ISSUANCE',29032.698148,56165.8,24702.3,18021.232075,62305.4,1400,'Y',1
47,'M',72541,2.01,1525,'MONTHLY ISSUANCE',21519.471154,29672.4,19689.3,21465.624,50594.6,7149.6,'N',1
53,'F',107870,4.31,3868,'WEEKLY ISSUANCE',21434,30700.9,1100,18326.304348,31649,6300,'Y',1
28,'M',157042,2.43,3894,'ISSUANCE AFTER TRANSACTION',30297.192308,206419.3,85,27899.864865,252259.8,100,'N',1
58,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',33842.050746,163148.2,75.6,30991.425806,107761.3,1500,'N',1
36,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',52208.005,74422.9,900,50509.547368,91726.4,27100,'N',1
33,'F',70646,3.64,1542,'MONTHLY ISSUANCE',24162.053571,35035.6,900,23832.636364,45260.6,5500,'Y',1
35,'F',85852,8.23,2822,'MONTHLY ISSUANCE',37098.352778,52522.9,1100,34336.971429,70790.6,5600,'Y',1
34,'M',145688,1.86,2906,'MONTHLY ISSUANCE',32628.212903,143291.2,92,28826.66,98468.1,5368.1,'Y',1
51,'M',139012,3.49,2799,'MONTHLY ISSUANCE',22791.157143,35245,20420.8,21101.505263,50958.6,8558,'N',1
51,'F',75637,0.59,3529,'MONTHLY ISSUANCE',17012.587302,28825.3,800,15962.740984,40784.6,7800,'N',1
21,'M',108871,3.47,2305,'WEEKLY ISSUANCE',21867.134286,28639.7,15011.3,17999.454545,41018,2000,'Y',1
58,'F',387570,1.96,18696,'MONTHLY ISSUANCE',15607.443056,22868.6,700,15615.394286,43715.6,6700,'Y',1
18,'F',228848,4.72,5887,'MONTHLY ISSUANCE',13322.636735,25074.2,300,12942.038298,35297.6,1300,'Y',1
33,'F',93931,1.54,1913,'MONTHLY ISSUANCE',26344.967692,39749.4,200,26026.942857,51236.6,10200,'N',1
38,'F',112065,1.44,4987,'MONTHLY ISSUANCE',52254.518519,74170.5,300,50420.030769,151814.8,8214.8,'Y',0
58,'F',285387,7.75,10108,'MONTHLY ISSUANCE',42090.254545,170831.5,102.6,35685.803704,144314.6,1500,'Y',1
34,'F',45714,3.6,888,'MONTHLY ISSUANCE',35802.364286,156040.3,177.9,31505.734328,134563.4,7263.4,'Y',1
60,'M',51428,3.98,1099,'MONTHLY ISSUANCE',54416.316129,78602.6,48969,40655.753333,85108.6,12470.6,'N',1
29,'M',1204953,0.43,99107,'WEEKLY ISSUANCE',32866.957143,127730.9,20.4,33203.666667,79030,300,'Y',1
42,'M',118650,4.48,5471,'MONTHLY ISSUANCE',17217.735417,24369.3,300,17167.873913,30597.6,2000,'Y',1
62,'M',88884,1.85,2674,'WEEKLY ISSUANCE',56563.994737,129458.2,144.1,49726.144444,145955,12955,'Y',1
38,'M',157042,2.43,3894,'MONTHLY ISSUANCE',16616.138889,37475.5,1100,16362.437143,65722,4800,'Y',1
40,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',49197.692958,156875.4,88.8,38005.631429,135214.6,14.6,'Y',1
33,'M',161854,2.5,3891,'ISSUANCE AFTER TRANSACTION',38872.304878,122079.1,21.6,38522.04,134599.3,3700,'Y',0
34,'F',148545,5.56,3590,'MONTHLY ISSUANCE',21352.703125,33474.7,19216.8,21495.606667,36785.6,11185.6,'N',1
59,'F',387570,1.96,18696,'MONTHLY ISSUANCE',11836.4125,16193.6,10741,11139.154545,20616.6,1700,'Y',1
45,'F',53921,3.26,1875,'WEEKLY ISSUANCE',29847.243902,157590.3,0.5,28120.142105,152469,3088.3,'Y',0
19,'M',77917,2.89,2122,'MONTHLY ISSUANCE',13885.232,23365.3,11664.8,14145.478261,31530.6,6000,'Y',1
56,'M',161854,2.5,3891,'MONTHLY ISSUANCE',10292.630435,24499.4,300,9279.181818,32676.6,1800,'Y',1
27,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',25378.008511,35752.7,200,24313.730435,45617.6,1200,'Y',1
38,'M',95616,4.43,3040,'MONTHLY ISSUANCE',22981.558621,32277.3,200,22627.617544,33900,800,'Y',1
37,'M',228848,4.72,5887,'MONTHLY ISSUANCE',66097.736667,198116.7,8652.3,62381.648276,182541.6,13581.8,'Y',1
45,'M',149893,5.05,5892,'MONTHLY ISSUANCE',26263.547727,40086.7,500,25287.204651,54425.6,4700,'Y',1
24,'F',122603,2.01,5273,'MONTHLY ISSUANCE',17426.011364,24940.2,600,16376.780952,33343.6,5143.6,'Y',1
59,'M',95907,2.94,1668,'MONTHLY ISSUANCE',6815.830233,13540.4,4708.8,6873.995,12129.6,3129.6,'Y',1
60,'M',387570,1.96,18696,'MONTHLY ISSUANCE',44309.710714,147676.3,216.1,39816.938462,147964.1,1814.6,'Y',0
25,'M',1204953,0.43,99107,'WEEKLY ISSUANCE',43997.288889,60815,40475.5,39067.666667,80841,8900,'Y',1
52,'F',170449,3.09,6261,'MONTHLY ISSUANCE',27967.306897,104315.1,6.4,28133.585185,105336.9,51.2,'Y',0
32,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',26149.23871,37387.1,500,23915.3,48614.6,600,'N',1
58,'F',285387,7.75,10108,'MONTHLY ISSUANCE',47203.697059,64995.5,43214.4,38544.254545,83457.6,10440.1,'N',1
23,'F',197099,2.31,4265,'WEEKLY ISSUANCE',39286.705263,162345.4,35.5,36381.457143,128328.2,30,'N',0
48,'M',127369,5.88,2807,'MONTHLY ISSUANCE',51642.175,70797.8,47190.6,51037.106667,109844,14100,'N',1
51,'M',95907,2.94,1668,'ISSUANCE AFTER TRANSACTION',29087.06,98306.2,160.8,35344.473333,112204.3,200,'Y',1
34,'M',75232,2.21,2813,'MONTHLY ISSUANCE',20604.72963,28281.8,200,20763.704,49147.6,10867.6,'Y',1
58,'M',95616,4.43,3040,'MONTHLY ISSUANCE',7663.73,17559.6,6457.3,7946.117647,19796.6,4400,'Y',1
33,'F',114200,5.72,2718,'MONTHLY ISSUANCE',13644.256522,19074.4,300,12931.085714,28494.7,3100,'Y',1
59,'M',124605,4.98,3158,'MONTHLY ISSUANCE',15858.553846,47840.7,166.2,14562.044444,25852,2200,'Y',1
25,'F',95907,2.94,1668,'MONTHLY ISSUANCE',23854.111538,33799.5,400,23739.2,57554.6,4100,'Y',1
61,'M',226122,4.79,9208,'MONTHLY ISSUANCE',9428.357895,14667.8,7055.4,9556.258824,16294.6,1400,'Y',1
58,'M',125236,7.68,5190,'MONTHLY ISSUANCE',41150.764706,98908.7,142.9,35385.6125,73814.6,11618.3,'Y',1
45,'F',51313,4.2,1452,'WEEKLY ISSUANCE',52282.261702,72747.6,1100,43901.456522,106157,11100,'Y',1
41,'F',285387,7.75,10108,'MONTHLY ISSUANCE',22619.978049,30762.7,20426.4,21143.733333,60645.6,7000,'Y',1
39,'M',149893,5.05,5892,'WEEKLY ISSUANCE',41623.148148,60189.4,200,35685.484615,85393,6800,'Y',1
46,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',16472.505556,22648.3,15002.4,16348.429412,50064.6,2200,'Y',1
36,'M',228848,4.72,5887,'MONTHLY ISSUANCE',49812.403333,158024.1,92.4,49229.107143,176405.6,10628.8,'Y',1
30,'F',75637,0.59,3529,'MONTHLY ISSUANCE',20257.389855,29890.1,200,17948.916418,38016.8,7511.6,'Y',1
21,'F',387570,1.96,18696,'MONTHLY ISSUANCE',14852.536,21055.8,500,12040.895652,24337.3,2322.7,'Y',1
51,'F',112709,2.31,2618,'WEEKLY ISSUANCE',51428.435714,70609.8,46983.2,43807.755556,93065,12065,'N',1
19,'F',170449,3.09,6261,'MONTHLY ISSUANCE',6636.645161,14716.9,4513.8,6295.688889,24046.6,1246.6,'Y',1
47,'F',119895,9.4,4743,'MONTHLY ISSUANCE',26638.252,38262.6,900,23611.169565,45614.6,10714.6,'Y',1
62,'M',177686,1.71,6295,'MONTHLY ISSUANCE',34243.067647,48376.9,700,31812.372727,59537.6,7300,'Y',1
34,'M',197099,2.31,4265,'MONTHLY ISSUANCE',20782.714634,33694.8,800,20726.102564,38159.6,4700,'Y',1
39,'M',128118,7.07,6872,'WEEKLY ISSUANCE',44106.348077,122964.2,85.6,36618.076923,130471,7771,'Y',1
31,'F',119895,9.4,4743,'MONTHLY ISSUANCE',30904.275556,137154,50,26899.685714,135457.6,7357.6,'N',1
59,'M',112065,1.44,4987,'MONTHLY ISSUANCE',15108.303704,20635.4,500,14822.424,21958.6,9400,'Y',1
51,'M',67298,1.29,1127,'MONTHLY ISSUANCE',14881.096774,20621.4,200,14110.241379,37786.6,4600,'N',1
39,'F',125832,4.12,2103,'MONTHLY ISSUANCE',48230.112281,66447.2,44254.6,44114.271429,114603.6,9600,'Y',1
40,'F',121947,2.97,3839,'MONTHLY ISSUANCE',32504.970833,46797,1100,29605.243478,54280.8,3100,'Y',1
22,'M',323870,5.44,18347,'MONTHLY ISSUANCE',39429.048214,154696.7,150.6,29988.672222,126175.3,14.6,'Y',0
35,'F',1204953,0.43,99107,'WEEKLY ISSUANCE',36799.732836,51624.9,900,34587.49697,69587.3,5900,'Y',1
22,'F',228848,4.72,5887,'MONTHLY ISSUANCE',21785.407843,129433.1,4.2,21182.88,99714.6,14.6,'Y',0
29,'M',45714,3.6,888,'MONTHLY ISSUANCE',22518.975,31276.8,1100,14859.257895,29814.6,2714.6,'Y',1
24,'F',285387,7.75,10108,'MONTHLY ISSUANCE',26119.0625,154222,137.2,22254.787097,118914.6,3000,'N',1
33,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',11483.972059,22785.4,1000,10981.563636,30883.6,600,'Y',1
37,'F',42821,7.01,1358,'MONTHLY ISSUANCE',45954.185185,66316.4,1000,37726.215385,86275.6,10300,'Y',1
60,'M',102609,5.45,2134,'MONTHLY ISSUANCE',12020.908333,45601,1,9215.375,38114.6,14.6,'Y',0
44,'M',85852,8.23,2822,'MONTHLY ISSUANCE',50216.365714,177559.9,158.7,44421.335294,142717.6,7900,'Y',1
41,'M',139012,3.49,2799,'WEEKLY ISSUANCE',30726.127778,81613.2,168.7,28848.117647,101052,13452,'Y',1
37,'F',45714,3.6,888,'MONTHLY ISSUANCE',23002.104839,111495.5,100,23810.654545,121755.4,3200,'Y',1
62,'M',139012,3.49,2799,'MONTHLY ISSUANCE',19509.06087,74699.4,230.9,17821.031818,40556.6,8656.6,'Y',1
46,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',13691.317857,18423.3,12192.3,14089.223077,46533.6,1600,'Y',1
32,'M',85852,8.23,2822,'MONTHLY ISSUANCE',15692.557576,21970.7,300,14054.135484,28534.6,6000,'Y',1
24,'F',162580,1.81,5410,'WEEKLY ISSUANCE',44170.825641,151135.7,194.4,37633.918919,134948.5,3699,'Y',1
47,'F',74062,2.62,1181,'MONTHLY ISSUANCE',14259.2875,23090.3,1000,14210.73871,30690.6,2900,'Y',1
41,'F',285387,7.75,10108,'MONTHLY ISSUANCE',22686.271875,32016.7,800,22463.116129,46667.6,2900,'Y',1
42,'M',102609,5.45,2134,'MONTHLY ISSUANCE',27982.4375,91972.7,12.6,24619.016,80940.9,14.6,'Y',0
19,'M',133777,7.61,4859,'MONTHLY ISSUANCE',32810.054167,137137.3,17.1,31424.353191,143024.6,2316.6,'Y',1
36,'M',95907,2.94,1668,'ISSUANCE AFTER TRANSACTION',40506.017857,125092.9,107,36389.68,106600,3300,'Y',1
53,'F',117897,5.74,2059,'MONTHLY ISSUANCE',48629.1,192183.2,21.7,47712.531034,132014.6,3823,'Y',0
37,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',16817.03871,31519.6,14966,16723.606897,42675.6,6000,'Y',1
